state,zip,plan,gender,company,rate_type,rate_min,rate_max,hhd_std_min,hhd_std_max,hhd_rm_min,hhd_rm_max,phone,website,address
NC,28540,N,MALE,Insurance Company of North America,ATTAINED_AGE,110.33,110.33,,,102.61,102.61,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
NC,28540,N,MALE,Nassau Life Insurance Company,ATTAINED_AGE,112.31,112.31,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
NC,28540,N,MALE,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,113.66,113.66,,,99.78,99.78,888-602-7443,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4614"
NC,28540,N,MALE,AFLAC,ATTAINED_AGE,116.44,116.44,,,104.8,104.8,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
NC,28540,N,MALE,Lumos Insurance,ATTAINED_AGE,117.32,117.32,,,109.11,109.11,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
NC,28540,N,MALE,HealthSpring Insurance Company,ATTAINED_AGE,125.5,125.5,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28540,N,MALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,126.77,126.77,,,117.9,117.9,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28540,N,MALE,WoodmenLife,ATTAINED_AGE,127,127,,,114.3,114.3,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
NC,28540,N,MALE,LifeShield National Insurance Company,ATTAINED_AGE,127.41,127.41,,,118.49,118.49,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
NC,28540,N,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,130.57,130.57,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
NC,28540,N,MALE,Medico Insurance Company (Preferred),ATTAINED_AGE,132.38,132.38,,,116.49,116.49,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28540,N,MALE,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,134.39,134.39,,,118.02,118.02,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4611"
NC,28540,N,MALE,American Benefit Life Insurance Company,ATTAINED_AGE,135.13,135.13,,,121.62,121.62,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
NC,28540,N,MALE,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,136.76,136.76,,,120.35,120.35,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
NC,28540,N,MALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,140.17,140.17,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
NC,28540,N,MALE,Aetna Health Insurance Company,ATTAINED_AGE,143.36,143.36,133.32,133.32,133.32,133.32,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
NC,28540,N,MALE,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,143.45,143.45,134.84,134.84,134.84,134.84,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
NC,28540,N,MALE,USAA Life Insurance Company,ATTAINED_AGE,144.33,144.33,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
NC,28540,N,MALE,Globe Life and Accident Insurance Company,ATTAINED_AGE,145,145,,,134.85,134.85,888-678-3403,https://www.globelifeinsurance.com/globecaremedsupp,"3700 S. Stonebridge Drive McKinney, TX 75070"
NC,28540,N,MALE,Medico Insurance Company (Standard I),ATTAINED_AGE,145.62,145.62,,,128.15,128.15,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28540,N,MALE,GPM Health and Life Insurance Company,ATTAINED_AGE,147.66,147.66,,,137.32,137.32,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
NC,28540,N,MALE,Erie Family Life Insurance Company,ATTAINED_AGE,147.68,147.68,135.87,135.87,135.87,135.87,800-458-0811,https://www.erieinsurance.com/medicare-supplement,"100 Erie Insurance Place Erie, PA  16530"
NC,28540,N,MALE,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,148.02,148.02,125.21,125.21,132.81,132.81,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,MALE,Medico Insurance Company (Standard II),ATTAINED_AGE,165.48,165.48,,,145.62,145.62,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28540,N,MALE,Heartland National Life Insurance Company,ATTAINED_AGE,171.53,171.53,,,159.52,159.52,866-916-7971,http://www.heartlandnational.net/medicare.php,"P.O. Box 2878 Salt Lake City , UT 84110-2878"
NC,28540,N,MALE,BlueCross BlueShield of North Carolina,ATTAINED_AGE,172.75,172.75,,,,,800-478-0583,https://www.bluecrossnc.com/,"PO Box 2291 Durham, NC  27702-2291"
NC,28540,N,MALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,176.73,176.73,156.22,156.22,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,MALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,188.24,188.24,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28540,N,MALE,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,214.51,214.51,,,190.68,190.68,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
NC,28540,N,MALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,228.33,228.33,,,212.35,212.35,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
NC,28540,N,MALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,301.84,301.84,266.97,266.97,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,MALE,United American Insurance Company,ATTAINED_AGE,361,361,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
NC,28540,N,MALE,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,493.1,493.1,418.53,418.53,443.39,443.39,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,FEMALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,88.67,88.67,,,82.46,82.46,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28540,N,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,95.18,95.18,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
NC,28540,N,FEMALE,Insurance Company of North America,ATTAINED_AGE,97.5,97.5,,,90.68,90.68,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
NC,28540,N,FEMALE,Nassau Life Insurance Company,ATTAINED_AGE,97.71,97.71,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
NC,28540,N,FEMALE,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,98.83,98.83,,,86.73,86.73,888-602-7443,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4614"
NC,28540,N,FEMALE,AFLAC,ATTAINED_AGE,101.65,101.65,,,91.49,91.49,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
NC,28540,N,FEMALE,Lumos Insurance,ATTAINED_AGE,106.72,106.72,,,99.25,99.25,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
NC,28540,N,FEMALE,HealthSpring Insurance Company,ATTAINED_AGE,109.13,109.13,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28540,N,FEMALE,WoodmenLife,ATTAINED_AGE,110.44,110.44,,,99.4,99.4,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
NC,28540,N,FEMALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,110.48,110.48,,,102.75,102.75,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28540,N,FEMALE,LifeShield National Insurance Company,ATTAINED_AGE,110.79,110.79,,,103.03,103.03,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
NC,28540,N,FEMALE,Medico Insurance Company (Preferred),ATTAINED_AGE,115.12,115.12,,,101.31,101.31,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28540,N,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,117.5,117.5,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
NC,28540,N,FEMALE,American Benefit Life Insurance Company,ATTAINED_AGE,117.51,117.51,,,105.76,105.76,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
NC,28540,N,FEMALE,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,118.93,118.93,,,104.42,104.42,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4611"
NC,28540,N,FEMALE,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,118.93,118.93,,,104.66,104.66,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
NC,28540,N,FEMALE,Aetna Health Insurance Company,ATTAINED_AGE,124.53,124.53,115.81,115.81,,,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
NC,28540,N,FEMALE,Medico Insurance Company (Standard I),ATTAINED_AGE,126.63,126.63,,,111.43,111.43,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28540,N,FEMALE,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,126.95,126.95,119.33,119.33,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
NC,28540,N,FEMALE,GPM Health and Life Insurance Company,ATTAINED_AGE,128.39,128.39,,,119.4,119.4,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
NC,28540,N,FEMALE,Erie Family Life Insurance Company,ATTAINED_AGE,128.4,128.4,118.13,118.13,,,800-458-0811,https://www.erieinsurance.com/medicare-supplement,"100 Erie Insurance Place Erie, PA  16530"
NC,28540,N,FEMALE,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,130.81,130.81,110.58,110.58,117.32,117.32,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,FEMALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,134.39,134.39,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
NC,28540,N,FEMALE,Globe Life and Accident Insurance Company,ATTAINED_AGE,135,135,,,125.55,125.55,888-678-3403,https://www.globelifeinsurance.com/globecaremedsupp,"3700 S. Stonebridge Drive McKinney, TX 75070"
NC,28540,N,FEMALE,Medico Insurance Company (Standard II),ATTAINED_AGE,143.9,143.9,,,126.63,126.63,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28540,N,FEMALE,USAA Life Insurance Company,ATTAINED_AGE,144.33,144.33,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
NC,28540,N,FEMALE,Heartland National Life Insurance Company,ATTAINED_AGE,149.16,149.16,,,138.72,138.72,866-916-7971,http://www.heartlandnational.net/medicare.php,"P.O. Box 2878 Salt Lake City , UT 84110-2878"
NC,28540,N,FEMALE,BlueCross BlueShield of North Carolina,ATTAINED_AGE,150.75,150.75,,,,,800-478-0583,https://www.bluecrossnc.com/,"PO Box 2291 Durham, NC  27702-2291"
NC,28540,N,FEMALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,156.6,156.6,138.4,138.4,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,FEMALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,163.69,163.69,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28540,N,FEMALE,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,194.08,194.08,,,172.52,172.52,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
NC,28540,N,FEMALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,203.86,203.86,,,189.59,189.59,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
NC,28540,N,FEMALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,267.62,267.62,236.68,236.68,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28540,N,FEMALE,United American Insurance Company,ATTAINED_AGE,314,314,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
NC,28540,N,FEMALE,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,436.82,436.82,370.69,370.69,392.73,392.73,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28655,G,MALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,131.94,131.94,,,122.7,122.7,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28655,G,MALE,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,147.79,147.79,,,131.37,131.37,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
NC,28655,G,MALE,Nassau Life Insurance Company,ATTAINED_AGE,151.2,151.2,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
NC,28655,G,MALE,Old Surety Life Insurance Company,ISSUE_AGE,162.85,162.85,,,,,800-272-5466,http://www.oldsurety.com/,"5201 N Lincoln Blvd, Oklahoma City, OK 73105"
NC,28655,G,MALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,164.56,164.56,,,153.04,153.04,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28655,G,MALE,Lumos Insurance,ATTAINED_AGE,165.54,165.54,,,153.95,153.95,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
NC,28655,G,MALE,Insurance Company of North America,ATTAINED_AGE,166.75,166.75,,,155.08,155.08,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
NC,28655,G,MALE,Globe Life and Accident Insurance Company,ATTAINED_AGE,168,168,,,156.24,156.24,888-678-3403,https://www.globelifeinsurance.com/globecaremedsupp,"3700 S. Stonebridge Drive McKinney, TX 75070"
NC,28655,G,MALE,LifeShield National Insurance Company,ATTAINED_AGE,170.56,170.56,,,158.62,158.62,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
NC,28655,G,MALE,AFLAC,ATTAINED_AGE,171.79,171.79,,,154.61,154.61,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
NC,28655,G,MALE,HealthSpring Insurance Company,ATTAINED_AGE,171.92,171.92,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28655,G,MALE,WoodmenLife,ATTAINED_AGE,175.57,175.57,,,158.01,158.01,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
NC,28655,G,MALE,Erie Family Life Insurance Company,ATTAINED_AGE,177.95,177.95,163.71,163.71,163.71,163.71,800-458-0811,https://www.erieinsurance.com/medicare-supplement,"100 Erie Insurance Place Erie, PA  16530"
NC,28655,G,MALE,American Benefit Life Insurance Company,ATTAINED_AGE,178.74,178.74,,,160.87,160.87,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
NC,28655,G,MALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,181.22,181.22,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
NC,28655,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,181.49,181.49,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
NC,28655,G,MALE,USAA Life Insurance Company,ATTAINED_AGE,184.28,184.28,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
NC,28655,G,MALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,186.79,186.79,165.12,165.12,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28655,G,MALE,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,189.42,189.42,,,166.45,166.45,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4611"
NC,28655,G,MALE,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,190.09,190.09,178.68,178.68,178.68,178.68,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
NC,28655,G,MALE,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,204.57,204.57,173.28,173.28,183.71,183.71,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28655,G,MALE,BlueCross BlueShield of North Carolina,ATTAINED_AGE,205.5,205.5,,,,,800-478-0583,https://www.bluecrossnc.com/,"PO Box 2291 Durham, NC  27702-2291"
NC,28655,G,MALE,Aetna Health Insurance Company,ATTAINED_AGE,208.25,208.25,193.67,193.67,193.67,193.67,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40513"
NC,28655,G,MALE,Medico Insurance Company (Preferred),ATTAINED_AGE,209.48,209.48,,,184.34,184.34,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28655,G,MALE,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,212.34,212.34,,,186.86,186.86,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
NC,28655,G,MALE,Heartland National Life Insurance Company,ATTAINED_AGE,217.98,217.98,,,202.72,202.72,866-916-7971,http://www.heartlandnational.net/medicare.php,"P.O. Box 2878 Salt Lake City , UT 84110-2878"
NC,28655,G,MALE,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,221.35,221.35,,,194.55,194.55,888-602-7443,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4614"
NC,28655,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,224.06,224.06,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
NC,28655,G,MALE,Medico Insurance Company (Standard I),ATTAINED_AGE,230.42,230.42,,,202.77,202.77,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28655,G,MALE,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,231.45,231.45,,,205.73,205.73,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
NC,28655,G,MALE,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,257.89,257.89,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28655,G,MALE,Medico Insurance Company (Standard II),ATTAINED_AGE,261.85,261.85,,,230.43,230.43,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
NC,28655,G,MALE,GPM Health and Life Insurance Company,ATTAINED_AGE,312.66,312.66,,,290.77,290.77,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
NC,28655,G,MALE,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,318.95,318.95,282.11,282.11,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28655,G,MALE,Guarantee Trust Life Insurance Company,ATTAINED_AGE,353.03,353.03,,,328.32,328.32,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
NC,28655,G,MALE,United American Insurance Company,ATTAINED_AGE,357,357,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
NC,28655,G,MALE,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,569.58,569.58,483.54,483.54,512.22,512.22,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28655,G,FEMALE,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,114.97,114.97,,,106.92,106.92,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28655,G,FEMALE,Nassau Life Insurance Company,ATTAINED_AGE,131.54,131.54,,,,,860-403-5000,https://www.nsre.com/,"One American Row, Hartford, CT  06103"
NC,28655,G,FEMALE,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,133.71,133.71,,,118.85,118.85,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
NC,28655,G,FEMALE,Old Surety Life Insurance Company,ISSUE_AGE,141.61,141.61,,,,,800-272-5466,http://www.oldsurety.com/,"5201 N Lincoln Blvd, Oklahoma City, OK 73105"
NC,28655,G,FEMALE,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,143.35,143.35,,,133.32,133.32,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
NC,28655,G,FEMALE,Insurance Company of North America,ATTAINED_AGE,147.67,147.67,,,137.33,137.33,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
NC,28655,G,FEMALE,LifeShield National Insurance Company,ATTAINED_AGE,148.31,148.31,,,137.93,137.93,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
NC,28655,G,FEMALE,HealthSpring Insurance Company,ATTAINED_AGE,149.5,149.5,,,,,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
NC,28655,G,FEMALE,AFLAC,ATTAINED_AGE,149.97,149.97,,,134.97,134.97,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
NC,28655,G,FEMALE,Lumos Insurance,ATTAINED_AGE,150.5,150.5,,,139.96,139.96,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
NC,28655,G,FEMALE,WoodmenLife,ATTAINED_AGE,152.66,152.66,,,137.39,137.39,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
NC,28655,G,FEMALE,Erie Family Life Insurance Company,ATTAINED_AGE,154.71,154.71,142.33,142.33,,,800-458-0811,https://www.erieinsurance.com/medicare-supplement,"100 Erie Insurance Place Erie, PA  16530"
NC,28655,G,FEMALE,American Benefit Life Insurance Company,ATTAINED_AGE,155.43,155.43,,,139.89,139.89,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
NC,28655,G,FEMALE,Globe Life and Accident Insurance Company,ATTAINED_AGE,156,156,,,145.08,145.08,888-678-3403,https://www.globelifeinsurance.com/globecaremedsupp,"3700 S. Stonebridge Drive McKinney, TX 75070"
NC,28655,G,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,163.34,163.34,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
NC,28655,G,FEMALE,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,165.44,165.44,146.22,146.22,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
NC,28655,G,FEMALE,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,167.63,167.63,,,147.27,147.27,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4611"
NC,28655,G,FEMALE,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,172.8,172.8,162.43,162.43,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
NC,28655,G,FEMALE,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,177.14,177.14,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
NC,28655,G,FEMALE,BlueCross BlueShield of North Carolina,ATTAINED_AGE,179.5,179.5,,,,,800-478-0583,https://www.bluecrossnc.com/,"PO Box 2291 Durham, NC  27702-2291"
